,%N content,Animals used in BAU,Area,BAU animal area required,BAU animals under system,BAU crop area required,BAU feed area required,BAU feed demand,BAU feed production,BAU required milk yields per hectare,BAU_area_required,BAU_nitrogen_input,BAU_production,BAU_total_nitrogen_yield,Flag Description_x,Flag_x,GROUP,IMAGEGROUP,Item_y,Lancet feed demand,NUE,OECD,Production system,Region,Species,Total intake,Unit,Unit_x,Unit_y,Year Code_x,Year Code_y,Year_x,Yield,avg weight,country,crop,feed species,gram per day,grams_food_per_kg,group,lancet animal area required,lancet animals per hectare,lancet area required,lancet feed area required,lancet feed production,lancet food area required,lancet food nitrogen input,lancet food nitrogen yield,lancet food production,lancet nitrogen input,lancet nitrogen yield,lancet required milk yields per hectare,lancet required pasture yields,lancet total production,meat_from_carcass,pasture land,percent_of_group_production,percentage of system,population,product,stocking_rate,total_animals_lancet,total_lancet_slaughtered_milked,yield,yield_from_animal
2045,0.256,,South Africa,,,59833.50302949375,0.0,,0.0,,59833.50302949375,5506076160.0,2150811.0,5506076160.0,,,Sub-SaharanAfrica,South Africa,,,1.0,,,,,,tonnes,,,,,,,53.5,South Africa,Potatoes,,,0.2314540059347181,potatoes and cassava,,,6847.195049194293,0.0,0.0,6847.195049194293,630101456.7817409,630101456.7817409,246133.38155536752,630101456.7817409,630101456.7817409,,,246133.38155536752,,,0.9721900290010197,,56015473.0,Potatoes,,,,359466.0,
2046,0.11199999999999999,,South Africa,,,21615.781892281208,0.0,,0.0,,21615.781892281208,274363854.29393435,61525.0,68908000.0,,,Sub-SaharanAfrica,South Africa,,,0.2511555327772031,,,,,,tonnes,,,,,,,53.5,South Africa,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,2473.655515110558,0.0,0.0,2473.655515110558,31397506.909686714,7885657.575778282,7040.765692659182,31397506.909686714,7885657.575778282,,,7040.765692659182,,,0.027809970998980263,,56015473.0,Sweet potatoes,,,,28463.0,
2047,0.256,,Sweden,,,24139.98673350294,0.0,,0.0,,24139.98673350294,2864059341.9217696,862500.0,2208000000.0,,,Europe,Western Europe,,,0.7709337469657465,,,,,,tonnes,,,,,,,60.7,Sweden,Potatoes,,,0.2314540059347181,potatoes and cassava,,,1411.9209519285944,0.0,0.0,1411.9209519285944,167515642.69974938,129143462.10189298,50446.664883551945,167515642.69974938,129143462.10189298,,,50446.664883551945,,,1.0,,9837533.000000002,Potatoes,,,,357291.0,
2048,0.256,,Switzerland,,,10995.005218868126,0.0,,0.0,,10995.005218868126,2604614403.5179853,372900.0,954624000.0000001,,,Europe,Western Europe,,,0.36651260113996686,,,,,,tonnes,,,,,,,59.1,Switzerland,Potatoes,,,0.2314540059347181,potatoes and cassava,,,1236.8507298902355,0.0,0.0,1236.8507298902355,292998426.2804632,107387615.34596941,41948.28724451929,292998426.2804632,107387615.34596941,,,41948.28724451929,,,1.0,,8401739.0,Potatoes,,,,339154.0,
2049,0.256,,United Kingdom,,,139000.17777594563,0.0,,0.0,,139000.17777594563,18771720088.587658,5395000.0,13811200000.000002,,,Europe,Western Europe,,,0.7357450427995981,,,,,,tonnes,,,,,,,56.9,United Kingdom,Potatoes,,,0.2314540059347181,potatoes and cassava,,,8147.872272488591,0.0,0.0,8147.872272488591,1100355266.187212,809580932.4156735,316242.55172487244,1100355266.187212,809580932.4156735,,,316242.55172487244,,,1.0,,65788574.00000001,Potatoes,,,,388129.0,
2050,0.256,,Uruguay,,,4424.0089474338265,0.0,,0.0,,4424.0089474338265,373013968.8612679,89000.0,227840000.00000003,,,LatinAmerica,South America,,,0.6108082244092545,,,,,,tonnes,,,,,,,53.8,Uruguay,Potatoes,,,0.2314540059347181,potatoes and cassava,,,408.85122336908734,0.0,0.0,408.85122336908734,34472628.6304531,21056165.084486693,8225.064486127614,34472628.6304531,21056165.084486693,,,8225.064486127614,,,0.5254550499772697,,3444006.0,Potatoes,,,,201175.0,
2051,0.11199999999999999,,Uruguay,,,9429.050724977711,0.0,,0.0,,9429.050724977711,375766900.79710746,80377.0,90022239.99999999,,,LatinAmerica,South America,,,0.23956937082280916,,,,,,tonnes,,,,,,,53.8,Uruguay,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,871.3994410776404,0.0,0.0,871.3994410776404,34727044.840545245,8319536.282984906,7428.1573955222375,34727044.840545245,8319536.282984906,,,7428.1573955222375,,,0.47454495002273034,,3444006.0,Sweet potatoes,,,,85244.0,
2052,0.256,,Iceland,,,600.0,0.0,,0.0,,600.0,25420800.000000004,9930.0,25420800.000000004,,,Europe,Western Europe,,,1.0,,,,,,tonnes,,,,,,,60.9,Iceland,,,,0.2314540059347181,potatoes and cassava,,,103.35572773844208,0.0,0.0,103.35572773844208,4378975.472822315,4378975.472822315,1710.5372940712166,4378975.472822315,4378975.472822315,,,1710.5372940712166,,,1.0,,332474.0,Potatoes,,,,165500.0,
2053,0.256,,Lesotho,,,7314.7810927154305,0.0,,0.0,,7314.7810927154305,313640960.0,122516.0,313640960.0,,,Sub-SaharanAfrica,Southern Africa,,,1.0,,,,,,tonnes,,,,,,,53.6,Lesotho,Potatoes,,,0.2314540059347181,potatoes and cassava,,,595.8091898417607,0.0,0.0,595.8091898417607,25546925.316041306,25546925.316041306,9979.267701578634,25546925.316041306,25546925.316041306,,,9979.267701578634,,,1.0,,2203821.0,Potatoes,,,,167491.0,
2054,0.256,,Mongolia,,,15024.309121145756,0.0,,0.0,,15024.309121145756,3033431358.359557,165329.0,423242240.00000006,,,"NorthAfrica,WestandCentralAsia",China,,,0.13952589988022157,,,,,,tonnes,,,,,,,53.2,Mongolia,Potatoes,,,0.2314540059347181,potatoes and cassava,,,1236.4717257643679,0.0,0.0,1236.4717257643679,249645562.82855278,34832021.80475822,13606.258517483679,249645562.82855278,34832021.80475822,,,13606.258517483679,,,1.0,,3027397.9999999995,Potatoes,,,,110041.0,
2055,0.256,,Qatar,,,6.860210777490555,0.0,,0.0,,6.860210777490555,176640.0,69.0,176640.0,,,"NorthAfrica,WestandCentralAsia",Middle East,,,1.0,,,,,,tonnes,,,,,,,55.1,Qatar,,,,0.2314540059347181,potatoes and cassava,,,1189.3167478441067,0.0,0.0,1189.3167478441067,30623098.495529026,30623098.495529026,11962.147849816025,30623098.495529026,30623098.495529026,,,11962.147849816025,,,1.0,,2569804.0,Potatoes,,,,100580.0,
2056,0.256,,Rwanda,,,106236.60171384938,0.0,,0.0,,106236.60171384938,1923287040.0000002,751284.0,1923287040.0000002,,,Sub-SaharanAfrica,East Africa,,,1.0,,,,,,tonnes,,,,,,,53.6,Rwanda,Potatoes,,,0.2314540059347181,potatoes and cassava,,,2038.896030374617,0.0,0.0,2038.896030374617,36911782.26586424,36911782.26586424,14418.664947603216,36911782.26586424,36911782.26586424,,,14418.664947603216,,,0.26718818016541623,,11917508.0,Potatoes,,,,70718.0,
2057,0.14400000000000002,,Rwanda,,,96630.17056904826,1902.8965649972326,,18318.42407260236,,96630.17056904826,1339516800.0,930220.0,1339516800.0,,,Sub-SaharanAfrica,East Africa,,,1.0,,,,,,tonnes,,,,,,,53.6,Rwanda,Cassava,,,0.2314540059347181,potatoes and cassava,,,3757.4256821684435,1902.8965649972326,18318.42407260236,1854.5291171712113,25708046.39907895,25708046.39907895,17852.809999360383,52086577.06362635,52086577.06362635,,,36171.23407196274,,,0.33082534561294197,,11917508.0,Cassava,,,,96266.0,
2058,0.24,,Rwanda,,,40144.209865210876,0.0,,0.0,,40144.209865210876,398853599.99999994,166189.0,398853599.99999994,,,Sub-SaharanAfrica,East Africa,,,1.0,,,,,,tonnes,,,,,,,53.6,Rwanda,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,770.4488737052078,0.0,0.0,770.4488737052078,7654810.193675566,7654810.193675566,3189.5042473648195,7654810.193675566,7654810.193675566,,,3189.5042473648195,,,0.05910379626547398,,11917508.0,Taro (cocoyam),,,,41398.0,
2059,0.20800000000000002,,Rwanda,,,5706.242629436604,0.0,,0.0,,5706.242629436604,107338703.56288509,45000.0,93600000.00000001,,,Sub-SaharanAfrica,East Africa,,,0.872006060192108,,,,,,tonnes,,,,,,,53.6,Rwanda,Yams,,,0.2314540059347181,potatoes and cassava,,,109.51437882821513,0.0,0.0,109.51437882821513,2060047.60194992,1796373.9931845497,863.6413428771873,2060047.60194992,1796373.9931845497,,,863.6413428771873,,,0.016003892146570046,,11917508.0,Yams,,,,78861.0,
2060,0.11199999999999999,,Rwanda,,,135573.86237923152,0.0,,0.0,,135573.86237923152,1817192986.133377,919123.0,1029417759.9999999,,,Sub-SaharanAfrica,East Africa,,,0.5664878567412891,,,,,,tonnes,,,,,,,53.6,Rwanda,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,2601.9376125388108,0.0,0.0,2601.9376125388108,34875622.01802746,19756616.36951169,17639.836044206866,34875622.01802746,19756616.36951169,,,17639.836044206866,,,0.3268787858095978,,11917508.0,Sweet potatoes,,,,67795.0,
2061,0.256,,Saudi Arabia,,,18179.982615271278,0.0,,0.0,,18179.982615271278,7409437528.644951,466402.0,1193989120.0,,,"NorthAfrica,WestandCentralAsia",Middle East,,,0.16114436694877682,,,,,,tonnes,,,,,,,52.9,Saudi Arabia,Potatoes,,,0.2314540059347181,potatoes and cassava,,,5622.400688315174,0.0,0.0,5622.400688315174,2291466804.0489783,369256967.5226094,144241.0029385193,2291466804.0489783,369256967.5226094,,,144241.0029385193,,,1.0,,32275687.0,Potatoes,,,,256547.0,
2062,0.256,,Thailand,,,8566.660598337277,0.0,,0.0,,8566.660598337277,924966790.0512514,141170.0,361395200.0,,,SouthandSoutheastAsia,South East Asia,,,0.3907115410921677,,,,,,tonnes,,,,,,,54.2,Thailand,Potatoes,,,0.2314540059347181,potatoes and cassava,,,85.24381430666926,0.0,0.0,85.24381430666926,9204017.87672883,3596116.008856583,1404.7328159596027,9204017.87672883,3596116.008856583,,,1404.7328159596027,,,0.004454999862408448,,68863514.00000001,Potatoes,,,,164790.0,
2063,0.14400000000000002,,Thailand,,,1378884.6261068115,1085.1712709272826,,24523.46000030438,,1378884.6261068115,155576152346.44153,31161000.0,44871840000.0,,,SouthandSoutheastAsia,South East Asia,,,0.2884236389911358,,,,,,tonnes,,,,,,,54.2,Thailand,Cassava,,,0.2314540059347181,potatoes and cassava,,,14805.96523362775,1085.1712709272826,24523.46000030438,13720.793962700467,1548083350.4411485,446503833.3958258,310072.10652487905,1670520549.153296,481817615.79626423,,,334595.56652518344,,,0.9833693469753464,,68863514.00000001,Cassava,,,,225987.0,
2064,0.24,,Thailand,,,10302.041404585181,0.0,,0.0,,10302.041404585181,868839102.6093513,100073.0,240175199.99999997,,,SouthandSoutheastAsia,South East Asia,,,0.27643230982432876,,,,,,tonnes,,,,,,,54.2,Thailand,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,102.51197586169415,0.0,0.0,102.51197586169415,8645511.080429614,2389898.597574986,995.7910823229109,8645511.080429614,2389898.597574986,,,995.7910823229109,,,0.003158073253742301,,68863514.00000001,Taro (cocoyam),,,,97139.0,
2065,0.256,,Zambia,,,1304.0020071424376,0.0,,0.0,,1304.0020071424376,67785205.41700162,24428.0,62535680.00000001,,,Sub-SaharanAfrica,Southern Africa,,,0.9225564725413528,,,,,,tonnes,,,,,,,54.2,Zambia,Potatoes,,,0.2314540059347181,potatoes and cassava,,,76.92576514008276,0.0,0.0,76.92576514008276,3998788.9307834124,3689108.6104209526,1441.0580509456845,3998788.9307834124,3689108.6104209526,,,1441.0580509456845,,,0.0189688870804547,,16591390.0,Potatoes,,,,187331.0,
2066,0.14400000000000002,,Zambia,,,176518.18259604689,11417.975604737867,,66720.94044628572,,176518.18259604689,9842478685.028343,1031484.0,1485336960.0,,,Sub-SaharanAfrica,Southern Africa,,,0.1509108637704632,,,,,,tonnes,,,,,,,54.2,Zambia,Cassava,,,0.2314540059347181,potatoes and cassava,,,21831.14689048921,11417.975604737867,66720.94044628572,10413.171285751341,580628096.8692234,87623087.62793468,60849.36640828796,1217283085.3979962,183701241.87058613,,,127570.30685457369,,,0.8009703422832707,,16591390.0,Cassava,,,,58435.0,
2067,0.11199999999999999,,Zambia,,,66957.6391094684,0.0,,0.0,,66957.6391094684,749329215.9320687,231881.0,259706719.99999997,,,Sub-SaharanAfrica,Southern Africa,,,0.3465856054697645,,,,,,tonnes,,,,,,,54.2,Zambia,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,3949.9690892015337,0.0,0.0,3949.9690892015337,44204474.35024255,15320634.50715149,13679.137952813831,44204474.35024255,15320634.50715149,,,13679.137952813831,,,0.18006077063627463,,16591390.0,Sweet potatoes,,,,34631.0,
2068,0.256,,Cuba,,,4402.995378978957,0.0,,0.0,,4402.995378978957,244897280.00000003,95663.0,244897280.00000003,,,LatinAmerica,Central America,,,1.0,,,,,,tonnes,,,,,,,52.5,Cuba,Potatoes,,,0.2314540059347181,potatoes and cassava,,,126.53113607514494,0.0,0.0,126.53113607514494,7037738.719430296,7037738.719430296,2749.1166872774593,7037738.719430296,7037738.719430296,,,2749.1166872774593,,,0.05401152578622247,,11475982.0,Potatoes,,,,217268.0,
2069,0.14400000000000002,,Cuba,,,93193.1281682462,981.9678336786773,,8465.250103793773,,93193.1281682462,3232484729.025198,803390.0,1156881600.0,,,LatinAmerica,Central America,,,0.3578923636087445,,,,,,tonnes,,,,,,,52.5,Cuba,Cassava,,,0.2314540059347181,potatoes and cassava,,,3660.1065475692385,981.9678336786773,8465.250103793773,2678.138713890561,92893571.28600116,33245899.791604355,23087.430410836358,126953979.91430417,45435859.94106739,,,31552.68051463013,,,0.453595639917139,,11475982.0,Cassava,,,,86207.0,
2070,0.20800000000000002,,Cuba,,,8807.999022806987,0.0,,0.0,,8807.999022806987,175192624.4194382,50476.0,104990080.00000001,,,LatinAmerica,Central America,,,0.5992836761702796,,,,,,tonnes,,,,,,,52.5,Cuba,Yams,,,0.2314540059347181,potatoes and cassava,,,253.1199846871021,0.0,0.0,253.1199846871021,5034600.287252231,3017153.768192462,1450.554696246376,5034600.287252231,3017153.768192462,,,1450.554696246376,,,0.028498853010938036,,11475982.0,Yams,,,,57307.0,
2071,0.11199999999999999,,Cuba,,,54513.08766072968,0.0,,0.0,,54513.08766072968,2091289862.3989952,594378.0,665703360.0,,,LatinAmerica,Central America,,,0.31832189882867185,,,,,,tonnes,,,,,,,52.5,Cuba,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,1566.5705545836001,0.0,0.0,1566.5705545836001,60098469.19556421,19130658.831028443,17080.945384846826,60098469.19556421,19130658.831028443,,,17080.945384846826,,,0.3355870365111207,,11475982.0,Sweet potatoes,,,,109034.0,
2072,0.272,,Cuba,,,14939.977647754913,0.0,,0.0,,14939.977647754913,671869093.1758789,227252.0,618125440.0,,,LatinAmerica,Central America,,,0.920008743188593,,,,,,tonnes,,,,,,,52.5,Cuba,Yautia (cocoyam),,,0.2314540059347181,potatoes and cassava,,,429.33779892952623,0.0,0.0,429.33779892952623,19307846.667110402,17763387.745886307,6530.657259517024,19307846.667110402,17763387.745886307,,,6530.657259517024,,,0.1283069447745798,,11475982.0,Yautia (cocoyam),,,,152110.0,
2073,0.14400000000000002,,Gabon,,,56428.67927377042,5351.244530763652,,28354.104270704287,,56428.67927377042,1075062624.5633419,298993.0,430549920.0,,,Sub-SaharanAfrica,West Africa,,,0.40048822288364494,,,,,,tonnes,,,,,,,54.1,Gabon,Cassava,,,0.2314540059347181,potatoes and cassava,,,6212.701605853943,5351.244530763652,28354.104270704287,861.4570750902924,16412227.186853822,6572903.6996257305,4564.516458073424,118362566.33996446,47402813.8494399,,,32918.62072877771,,,0.5044541475875054,,1979786.0,Cassava,,,,52986.0,
2074,0.24,,Gabon,,,11611.039269286803,0.0,,0.0,,11611.039269286803,294390519.3971746,70933.0,170239199.99999997,,,Sub-SaharanAfrica,West Africa,,,0.5782767744987165,,,,,,tonnes,,,,,,,54.1,Gabon,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,177.2575941242652,0.0,0.0,177.2575941242652,4494253.614262498,2598922.4838349163,1082.8843682645486,4494253.614262498,2598922.4838349163,,,1082.8843682645486,,,0.11967653440322858,,1979786.0,Taro (cocoyam),,,,61091.0,
2075,0.20800000000000002,,Gabon,,,33897.90105875797,0.0,,0.0,,33897.90105875797,635591542.689368,218994.0,455507520.00000006,,,Sub-SaharanAfrica,West Africa,,,0.7166670564441726,,,,,,tonnes,,,,,,,54.1,Gabon,Yams,,,0.2314540059347181,potatoes and cassava,,,517.4954840977725,0.0,0.0,517.4954840977725,9703130.36498479,6953913.87696772,3343.2278254652497,9703130.36498479,6953913.87696772,,,3343.2278254652497,,,0.3694816654462752,,1979786.0,Yams,,,,64604.0,
2076,0.11199999999999999,,Gabon,,,1954.8716889554396,0.0,,0.0,,1954.8716889554396,34957711.868117265,3786.0,4240320.0,,,Sub-SaharanAfrica,West Africa,,,0.1212985568391085,,,,,,tonnes,,,,,,,54.1,Gabon,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,29.8436551948002,0.0,0.0,29.8436551948002,533674.8725174499,64733.99185766189,57.79820701576955,533674.8725174499,64733.99185766189,,,57.79820701576955,,,0.006387652562990758,,1979786.0,Sweet potatoes,,,,19367.0,
2077,0.256,,Guinea,,,4375.995883680786,0.0,,0.0,,4375.995883680786,134986240.0,52729.0,134986240.0,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,54.4,Guinea,Potatoes,,,0.2314540059347181,potatoes and cassava,,,122.79011277729967,0.0,0.0,122.79011277729967,3787703.661878656,3787703.661878656,1479.57174292135,3787703.661878656,3787703.661878656,,,1479.57174292135,,,0.025971716741854563,,12395924.0,Potatoes,,,,120496.0,
2078,0.14400000000000002,,Guinea,,,191472.2299396358,2721.1309285728494,,21547.547370996963,,191472.2299396358,2183316480.0,1516192.0,2183316480.0,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,54.4,Guinea,Cassava,,,0.2314540059347181,potatoes and cassava,,,8093.827186283491,2721.1309285728494,21547.547370996963,5372.696257710642,61263694.92428279,61263694.92428279,42544.23258630749,92292163.13851841,92292163.13851841,,,64091.77995730445,,,0.7468017438272289,,12395924.0,Cassava,,,,79186.0,
2079,0.24,,Guinea,,,21216.068109979828,0.0,,0.0,,21216.068109979828,320568000.0,133570.0,320568000.0,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,54.4,Guinea,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,595.3212628993707,0.0,0.0,595.3212628993707,8995113.779605363,8995113.779605363,3747.964074835568,8995113.779605363,8995113.779605363,,,3747.964074835568,,,0.0657900245635137,,12395924.0,Taro (cocoyam),,,,62957.0,
2080,0.20800000000000002,,Guinea,,,15394.016425498632,0.0,,0.0,,15394.016425498632,261996800.00000003,125960.0,261996800.00000003,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,54.4,Guinea,Yams,,,0.2314540059347181,potatoes and cassava,,,431.95493396868704,0.0,0.0,431.95493396868704,7351610.347547201,7351610.347547201,3534.428051705385,7351610.347547201,7351610.347547201,,,3534.428051705385,,,0.06204171216605664,,12395924.0,Yams,,,,81824.0,
2081,0.11199999999999999,,Guinea,,,59348.27363096289,0.0,,0.0,,59348.27363096289,421055974.34716237,201796.0,226011519.99999997,,,Sub-SaharanAfrica,West Africa,,,0.5367730985183755,,,,,,tonnes,,,,,,,54.4,Guinea,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,1665.3080592375532,0.0,0.0,1665.3080592375532,11814798.722378165,6341866.1185818715,5662.380463019528,11814798.722378165,6341866.1185818715,,,5662.380463019528,,,0.0993948027013462,,12395924.0,Sweet potatoes,,,,34002.0,
2082,0.14400000000000002,,Malaysia,,,3148.1500545615513,329.9493658154486,,6410.1242993162095,,3148.1500545615513,525862967.7989792,61161.0,88071840.0,,,SouthandSoutheastAsia,South East Asia,,,0.1674805897981907,,,,,,tonnes,,,,,,,51.5,Malaysia,Cassava,,,0.2314540059347181,potatoes and cassava,,,4313.711092909045,329.9493658154486,6410.1242993162095,3983.7617270935957,665442475.2651087,111448698.23416832,77394.92932928355,720556796.2866547,120679277.22518367,,,83805.05362859977,,,0.5703880552472791,,31187265.0,Cassava,,,,194276.0,
2083,0.11199999999999999,,Malaysia,,,2591.999424160084,0.0,,0.0,,2591.999424160084,468395169.89145106,43212.0,48397439.99999999,,,SouthandSoutheastAsia,South East Asia,,,0.10332608684076723,,,,,,tonnes,,,,,,,51.5,Malaysia,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,3279.992352224675,0.0,0.0,3279.992352224675,592721032.5522248,61243544.8818404,54681.736501643216,592721032.5522248,61243544.8818404,,,54681.736501643216,,,0.4029955141895232,,31187265.0,Sweet potatoes,,,,166713.0,
2084,0.256,,Nicaragua,,,2357.189253026277,0.0,,0.0,,2357.189253026277,375584977.55650663,39919.0,102192640.00000001,,,LatinAmerica,Central America,,,0.2720892636996515,,,,,,tonnes,,,,,,,50.9,Nicaragua,Potatoes,,,0.2314540059347181,potatoes and cassava,,,193.54297979338583,0.0,0.0,193.54297979338583,30838353.61483717,8390784.928770531,3277.6503628009887,30838353.61483717,8390784.928770531,,,3277.6503628009887,,,0.12394164164692513,,6149928.000000001,Potatoes,,,,169350.0,
2085,0.14400000000000002,,Nicaragua,,,23342.94664611407,486.8568391361449,,3916.471156746804,,23342.94664611407,1268613629.38162,187780.0,270403200.0,,,LatinAmerica,Central America,,,0.21314858498864372,,,,,,tonnes,,,,,,,50.9,Nicaragua,Cassava,,,0.2314540059347181,potatoes and cassava,,,2403.488456748808,486.8568391361449,3916.471156746804,1916.6316176126634,104162727.58828996,22202137.994001567,15418.15138472331,130621821.67993441,27841856.459716965,,,19334.62254147011,,,0.583024661651334,,6149928.000000001,Cassava,,,,80444.0,
2086,0.24,,Nicaragua,,,4916.069852865732,0.0,,0.0,,4916.069852865732,500182543.34754014,47913.0,114991199.99999999,,,LatinAmerica,Central America,,,0.22989846712843204,,,,,,tonnes,,,,,,,50.9,Nicaragua,,,,0.2314540059347181,potatoes and cassava,,,403.6463372529465,0.0,0.0,403.6463372529465,41068751.588711806,9441643.037123201,3934.0179321346673,41068751.588711806,9441643.037123201,,,3934.0179321346673,,,0.14876163922515903,,6149928.000000001,Taro (cocoyam),,,,97462.0,
2087,0.20800000000000002,,Nicaragua,,,74.92208103572284,0.0,,0.0,,74.92208103572284,9047472.242770609,1000.0,2080000.0000000002,,,LatinAmerica,Central America,,,0.22989846712843204,,,,,,tonnes,,,,,,,50.9,Nicaragua,,,,0.2314540059347181,potatoes and cassava,,,6.151666777437865,0.0,0.0,6.151666777437865,742865.569752473,170783.65576858286,82.10752681181867,742865.569752473,170783.65576858286,,,82.10752681181867,,,0.0031048283185181277,,6149928.000000001,Yams,,,,133472.0,
2088,0.272,,Nicaragua,,,3130.7499303038753,0.0,,0.0,,3130.7499303038753,478316194.85557026,40428.0,109964160.00000001,,,LatinAmerica,Central America,,,0.22989846712843204,,,,,,tonnes,,,,,,,50.9,Nicaragua,,,,0.2314540059347181,potatoes and cassava,,,257.05813384352484,0.0,0.0,257.05813384352484,39273359.793630816,9028885.215539118,3319.443093948205,39273359.793630816,9028885.215539118,,,3319.443093948205,,,0.12552199926105087,,6149928.000000001,Yautia (cocoyam),,,,129132.0,
2089,0.256,,Nigeria,,,336684.8825884644,0.0,,0.0,,336684.8825884644,4248936477.0397496,1244522.0,3185976320.0000005,,,Sub-SaharanAfrica,West Africa,,,0.749829124821297,,,,,,tonnes,,,,,,,51.7,Nigeria,Potatoes,,,0.2314540059347181,potatoes and cassava,,,2330.489820274618,0.0,0.0,2330.489820274618,29410596.432504933,22052921.783457536,8614.422571663099,29410596.432504933,22052921.783457536,,,8614.422571663099,,,0.01060447832197497,,185989640.0,Potatoes,,,,36964.0,
2090,0.14400000000000002,,Nigeria,,,6150580.922288995,60029.80020614286,,581364.6030764112,,6150580.922288995,85774919040.0,59565916.0,85774919040.0,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,51.7,Nigeria,Cassava,,,0.2314540059347181,potatoes and cassava,,,102603.33697432114,60029.80020614286,581364.6030764112,42573.53676817827,593723050.8265431,593723050.8265431,412307.6741850993,1430888079.256575,1430888079.256575,,,993672.2772615105,,,0.5075566883916732,,185989640.0,Cassava,,,,96846.0,
2091,0.24,,Nigeria,,,833444.241127806,0.0,,0.0,,833444.241127806,7761232799.999999,3233847.0,7761232799.999999,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,51.7,Nigeria,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,5768.994748983139,0.0,0.0,5768.994748983139,53722263.661270745,53722263.661270745,22384.27652552948,53722263.661270745,53722263.661270745,,,22384.27652552948,,,0.027555366966661728,,185989640.0,Taro (cocoyam),,,,38801.0,
2092,0.20800000000000002,,Nigeria,,,5862409.572763209,0.0,,0.0,,5862409.572763209,102719452160.00002,49384352.0,102719452160.00002,,,Sub-SaharanAfrica,West Africa,,,1.0,,,,,,tonnes,,,,,,,51.7,Nigeria,Yams,,,0.2314540059347181,potatoes and cassava,,,40578.851436893216,0.0,0.0,40578.851436893216,711010948.1680292,711010948.1680292,341832.18661924475,711010948.1680292,711010948.1680292,,,341832.18661924475,,,0.4208003476264632,,185989640.0,Yams,,,,84239.0,
2093,0.11199999999999999,,Nigeria,,,1558404.5211183818,0.0,,0.0,,1558404.5211183818,18510243765.028194,3929517.0,4401059040.0,,,Sub-SaharanAfrica,West Africa,,,0.23776342958351615,,,,,,tonnes,,,,,,,51.7,Nigeria,Sweet potatoes,,,0.2314540059347181,potatoes and cassava,,,10787.077353798497,0.0,0.0,10787.077353798497,128125546.75324744,30463569.413315255,27199.61554760291,128125546.75324744,30463569.413315255,,,27199.61554760291,,,0.03348311869322689,,185989640.0,Sweet potatoes,,,,25215.0,
2094,0.256,,Philippines,,,7743.614566480121,0.0,,0.0,,7743.614566480121,355963718.26065266,116783.0,298964480.0,,,SouthandSoutheastAsia,South East Asia,,,0.8398734608707642,,,,,,tonnes,,,,,,,49.7,Philippines,Potatoes,,,0.2314540059347181,potatoes and cassava,,,949.5462427288708,0.0,0.0,949.5462427288708,43649384.70534461,36659959.79735718,14320.296795842647,43649384.70534461,36659959.79735718,,,14320.296795842647,,,0.03301054795310463,,103320222.0,Potatoes,,,,150812.0,
2095,0.14400000000000002,,Philippines,,,229767.82586940206,3292.99682242182,,39486.324897660044,,229767.82586940206,12407173517.993402,2755146.0,3967410240.0000005,,,SouthandSoutheastAsia,South East Asia,,,0.31976745019696035,,,,,,tonnes,,,,,,,49.7,Philippines,Cassava,,,0.2314540059347181,potatoes and cassava,,,31467.84642026851,3292.99682242182,39486.324897660044,28174.849597846685,1521406430.5180092,486496255.0000027,337844.6215277796,1699224115.894077,543356562.8526332,,,377330.9464254397,,,0.7787852611322231,,103320222.0,Cassava,,,,119910.0,
2096,0.24,,Philippines,,,15143.098472583937,0.0,,0.0,,15143.098472583937,735326437.6077665,107569.0,258165599.99999997,,,SouthandSoutheastAsia,South East Asia,,,0.3510897837970966,,,,,,tonnes,,,,,,,49.7,Philippines,Taro (cocoyam),,,0.2314540059347181,potatoes and cassava,,,1856.8941073278938,0.0,0.0,1856.8941073278938,90168028.12372422,31657073.499368865,13190.447291403694,90168028.12372422,31657073.499368865,,,13190.447291403694,,,0.030406066231964516,,103320222.0,Taro (cocoyam),,,,71035.0,
